,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-09,-0.7431270452954607,4.475327014923096,0.19023497,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-05-16,-0.7322599629040555,4.475327014923096,0.19115563,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-05-23,-0.7101876895163277,4.475327014923096,0.1893,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-05-30,-0.39646089179145383,4.475327014923096,0.19513205,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-06,-2.417708220370777,4.022167205810547,0.10825616,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-13,-2.352326028852934,4.022167205810547,0.09273234,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-20,-2.3101086162243556,4.022167205810547,0.091718465,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-27,-2.284754682885011,4.022167205810547,0.093090974,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-04,-2.2428845972487057,4.022167205810547,0.08977581,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-11,-3.400134941384094,0.39708247780799866,0.040858902,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-18,-3.3596331907213037,0.39708247780799866,0.060647327,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-25,-3.2445724110474345,0.39708247780799866,0.073774315,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-01,-3.226156632818923,0.39708247780799866,0.069253646,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-08,-5.440735309864293,-4.192633628845215,0.08027661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-15,-5.416817442582841,-4.192633628845215,0.09548865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-22,-5.4491335580218125,-4.192633628845215,0.1175111,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-08-29,-5.642835216650628,-4.192633628845215,0.09389599,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-05,-5.795909923266363,-4.192633628845215,0.06359966,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-12,-1.7899876839163464,9.06269645690918,0.04271692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-19,-1.7754128423962259,9.06269645690918,0.031782027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-26,-1.7176522623128687,9.06269645690918,0.015870348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-03,-1.679279491998046,9.06269645690918,0.015572228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-10,-1.7370310067528267,12.548808097839355,0.05823921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-17,-1.7056830455194147,12.548808097839355,0.051801167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-24,-1.6661888367522055,12.548808097839355,0.06946126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-31,-1.5646131719271814,12.548808097839355,0.13847007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-07,0.7025337429747136,3.720228910446167,0.22880392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-14,0.784249189279749,3.720228910446167,0.27274668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-21,0.8819652473822949,3.720228910446167,0.32574633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-28,0.964077318913845,3.720228910446167,0.3740588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-05,1.0330552876167607,3.720228910446167,0.40764394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-12,1.295760266438975,-0.12265237420797348,0.34242067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-19,1.3356112220713485,-0.12265237420797348,0.36356002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-26,1.3692344873291757,-0.12265237420797348,0.38119614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-01-02,1.3531022591734678,-0.12265237420797348,0.33164537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
