,pred,true,mean,lookback_tercile_lag_1.0yr,lookback_tercile_lag_1.5yr,lookback_tercile_lag_2.0yr,lookback_tercile_lag_2.5yr,lookback_tercile_lag_3.0yr,lookback_tercile_lag_3.5yr,lookback_tercile_lag_4.0yr,lookback_tercile_lag_4.5yr,lookback_tercile_lag_5.0yr
2003-05-09,-1.7443652855160907,-2.871140718460083,-0.102984786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-16,-1.6253155196473024,-2.871140718460083,-0.090687886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-23,-1.571127158368591,-2.871140718460083,-0.090413816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-05-30,-0.03108219406793971,-2.871140718460083,-0.045560814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-06-06,-4.293899216857444,3.1200106143951416,-0.13057947,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-13,-4.306800357495546,3.1200106143951416,-0.15828933,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-20,-4.290224227445275,3.1200106143951416,-0.17178321,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-06-27,-4.296066207167766,3.1200106143951416,-0.18637308,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-04,-4.312786273477149,3.1200106143951416,-0.2234903,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2003-07-11,-2.37050444830733,-1.4003435373306274,-0.21923731,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-07-18,-2.3651663524384112,-1.4003435373306274,-0.21963271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-07-25,-2.3612875596746448,-1.4003435373306274,-0.21831504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-01,-2.359396045781309,-1.4003435373306274,-0.20030707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-08,-1.340113224521703,0.2708682715892792,-0.15104784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-15,-1.3214650847859135,0.2708682715892792,-0.1445846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-22,-1.3145131215814492,0.2708682715892792,-0.13025633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-29,-1.3455629304445496,0.2708682715892792,-0.15146905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-09-05,-1.3622535072368613,0.2708682715892792,-0.17207101,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-12,-2.175318795643223,14.429346084594727,-0.14493157,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-19,-2.173410694739518,14.429346084594727,-0.14911325,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2003-09-26,-2.1655754485753644,14.429346084594727,-0.1463927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-03,-2.10301142029994,14.429346084594727,-0.10096131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-10,0.9310412039794213,3.505809783935547,-0.0143868495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-17,0.9479145439016788,3.505809783935547,0.0022114345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-24,0.9925999111724803,3.505809783935547,0.054698236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-10-31,1.1362760380050205,3.505809783935547,0.17323418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-07,1.5602499657251594,-5.618732929229736,0.1670802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-14,1.62694918319242,-5.618732929229736,0.20358118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-21,1.6515963068469395,-5.618732929229736,0.22224462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-11-28,1.6666683039363965,-5.618732929229736,0.2352231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-05,1.5343537724221192,-5.618732929229736,0.13351102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-12,1.5147716121233727,-0.6352245807647705,-0.122793615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-19,1.463515382702099,-0.6352245807647705,-0.14549872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-12-26,1.4093180450100917,-0.6352245807647705,-0.16737981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-01-02,-3.7707365542922813,-0.6352245807647705,-0.2862445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-01-09,-0.03628598516293419,-4.0957512855529785,-0.4509639,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-01-16,-0.018909102492754792,-4.0957512855529785,-0.44021565,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-01-23,-0.011755871062449685,-4.0957512855529785,-0.44442758,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-01-30,-0.028271228492823708,-4.0957512855529785,-0.47336,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-02-06,1.250817810543599,4.682000637054443,-0.55029774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-02-13,1.2577863906410591,4.682000637054443,-0.5406282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-02-20,1.2706143161550791,4.682000637054443,-0.52788424,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-02-27,1.1891546137294828,4.682000637054443,-0.58335716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-05,1.178598859910728,4.682000637054443,-0.6002177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-12,0.23889709724285202,7.361138820648193,-0.71718127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-19,0.25973394491128976,7.361138820648193,-0.6963519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-03-26,0.27772153112067,7.361138820648193,-0.6775145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-02,0.2625269389882403,7.361138820648193,-0.68774515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-09,2.5860530130955213,-2.552321195602417,-0.75603634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-16,2.5880706424975575,-2.552321195602417,-0.75236005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-23,2.6489357944912117,-2.552321195602417,-0.71522516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-04-30,-0.011560294848947605,-2.552321195602417,-0.7171478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-05-07,0.8406370206201494,-2.4825189113616943,-0.6824714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-05-14,0.8971729909590049,-2.4825189113616943,-0.65123445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-05-21,0.9791619284356583,-2.4825189113616943,-0.62272614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-05-28,0.974943557545433,-2.4825189113616943,-0.6362498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-06-04,0.9586156599014302,-2.4825189113616943,-0.6374315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2004-06-11,0.3896855060149319,2.630060911178589,-0.51896757,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-06-18,0.3477976124078571,2.630060911178589,-0.5331085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-06-25,0.3146348103575114,2.630060911178589,-0.5484536,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-07-02,0.3161222124411881,2.630060911178589,-0.5497791,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-07-09,1.8816057101494552,4.982588291168213,-0.5032363,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-07-16,1.8796685584803559,4.982588291168213,-0.50307786,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-07-23,1.9021052893299952,4.982588291168213,-0.48223376,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-07-30,1.8728735075164584,4.982588291168213,-0.4995296,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-08-06,2.749689579274909,10.284350395202637,-0.51115066,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
2004-08-13,2.7846170647163384,10.284350395202637,-0.4892566,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-08-20,2.8159592279960526,10.284350395202637,-0.46786603,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-08-27,2.855219098572856,10.284350395202637,-0.4438966,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-09-03,2.899636531381398,10.284350395202637,-0.42319703,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-09-10,2.9749874489411905,5.568997859954834,-0.41497856,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-09-17,3.0224666668110145,5.568997859954834,-0.3880425,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-09-24,3.0976248154940587,5.568997859954834,-0.35157314,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-10-01,3.1919111573088434,5.568997859954834,-0.3141331,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-10-08,3.318177757149965,1.8656344413757324,-0.16522916,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
2004-10-15,3.3632201489367906,1.8656344413757324,-0.137445,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
