"('2003-04-25', '2005-03-31')","('2005-04-01', '2007-11-30')","('2007-12-01', '2009-06-30')","('2009-07-01', '2012-02-29')","('2012-03-01', '2014-10-31')","('2014-11-01', '2017-06-30')","('2017-07-01', '2020-01-31')",win_max_consec,win_period,var_1,var_1_text,var_2,var_2_text
0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,5->6,WIPI_8wk,0,PCAsent,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5->5,HedgPres,0,sGom,1
0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,5->6,PCAall,1,sRpc,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,DolBeta,0,DInv,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,OpenInt,0,artcount,1
-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1,6->6,RPsdf_growing,0,tnote_10y,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,DFX,0,BasMom,0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,6->7,HedgPres,0,fEnv,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,PCAsent,1,fEnv,1
0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,6->7,DolBeta,0,BEME,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,DOilVol,0,PCAall,1
-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1,6->6,RPsdf_growing,0,sEnv,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,tnote_10y,0,fEpg,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,DolBeta,0,PCAsent,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,vix_diff,0,sEp,1
0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6->6,liquidity,0,DInv,0
