"('2003-04-25', '2005-03-31')","('2005-04-01', '2007-11-30')","('2007-12-01', '2009-06-30')","('2009-07-01', '2012-02-29')","('2012-03-01', '2014-10-31')","('2014-11-01', '2017-06-30')","('2017-07-01', '2020-01-31')",win_max_consec,win_period,var_1,var_1_text,var_2,var_2_text
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,Mom,0,sCo,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2->3,BEME,0,bpRet,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,DOilVol,0,sCo,1
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,2->2; 7->7,BasMom,0,DFX,0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,BasMom,0,DSpot,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,2->2; 5->5,Mom,0,WIPI_8wk,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2->3,Mom,0,fRpc,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,2,5->6,PCAfreq,1,sEnv,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,entropy,1,fBbl,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,DProd,0,PCAsent,1
0.0,1.0,1.0,0.0,0.0,1.0,1.0,2,2->3; 6->7,OpenInt,0,sCo,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2->2,OpenInt,0,PCAsent,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2->3,Mom,0,sBbl,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2->3,vix_diff,0,sCo,1
0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,4->5,DolBeta,0,sRpc,1
